ID	Note	GO_ID	GO_description	P-value	Significant	Expression_profile	VEG	MEI	FRG	DEV1	DEV2/3	DEV4	V1.2	VK1	S1.1	S1.2	T0.1	T0.2	T3	T5.1	T5.2	T11.1	T11.2	T20.1	T20.2	T20.3	T30
PTET.51.1.G0170277				1,20E-007	YES	Early repression	210,6640807	75,02322501	27,40712726	44,5509936	86,10954878	69,1617649	204,6773373	216,6508241	76,51721883	73,52923119	28,52413876	28,32172897	25,37551405	41,90761076	47,19437645	46,25314537	40,36865927	119,8257822	137,9906083	38,99877539	99,3247544
PTET.51.1.G0170278				0,665477772	NO	none	39,09980681	26,12583815	30,65063347	74,40587297	44,3602753	21,5081913	46,59128568	31,60832795	23,49422797	28,75744832	71,797939	0	20,1539614	144,3484371	4,463308884	5,113194937	85,52928168	64,27812906	22,52049551	0	43,01638261
PTET.51.1.G0170279	dynein heavy chain 1, axonemal	GO:0007018	microtubule-based movement	0,005949667	NO	none	1040,381311	737,769762	873,4900251	955,0204434	653,293344	864,6400105	875,897115	1204,865507	713,3789304	762,1605936	829,8074497	1043,061937	747,6006884	1086,893549	823,1473382	785,6544269	541,9769615	592,3344245	693,2075632	817,0707605	912,2092606
PTET.51.1.G0170280				0,352678161	NO	none	0,742949902	0	1,334664658	2,864078494	1,474463066	1,030332518	0,836969204	0,648930599	0	0	1,876048488	1,54866995	0,579275537	4,445289764	1,282867224	0,73483041	0,682868516	2,052794541	2,427358797	0	2,060665035
PTET.51.1.G0170281				2,79E-001	NO	none	0	0,813890047	3,000434282	0	0,781228108	4,172590991	0	0	0	1,627780094	4,433491945	1,829914257	2,737896643	0	0	0	0	1,212794888	1,912117543	1,852143098	6,493038884
PTET.51.1.G0170282				5,25E-007	YES	Late peak	194,7590306	304,3230458	350,1135256	407,599123	405,1982561	341,7991651	183,5050836	206,0129776	332,5745878	276,0715039	423,8857259	319,5718775	306,8829734	407,9323582	407,2658879	359,4019158	408,5081731	474,0034705	378,879465	353,7776698	329,8206603
PTET.51.1.G0170283	dual specificity kinase clk1	GO:0006468	protein phosphorylation	5,03E-005	YES	Intermediate peak	716,6350489	873,4449013	1352,130226	2138,032311	2385,890841	2010,848783	684,8708492	748,3992486	896,3796067	850,510196	1283,515949	1234,81181	1538,062919	2640,477015	1635,587607	4597,4399	1854,079037	1538,028486	1554,015939	2209,567665	1812,129901
PTET.51.1.G0170284				0,460743989	NO	none	700,9415989	587,0019983	679,0840651	826,2903315	701,2733434	707,6357442	797,5706421	604,3125557	597,8069228	576,1970739	588,2405589	744,9543424	704,0572939	881,0280786	771,5525845	767,3286615	787,8824946	549,951373	699,9308444	757,5813743	657,690114
PTET.51.1.G0170285				0,105544837	NO	none	46,83393907	59,59843638	85,52865041	77,85042311	77,80332322	91,61806801	61,41245057	32,25542758	49,09210111	70,10477166	64,38687043	96,22179061	95,97729019	79,78945103	75,91139519	54,78768244	101,8269873	54,05436365	100,5442595	81,6226338	101,6135022
PTET.51.1.G0170286	probable serine/threonine-protein kinase 2	GO:0006468	protein phosphorylation	3,52E-004	YES	Late induction	67,67305241	76,15977899	74,42977918	95,27568587	141,9765506	185,9993143	80,21803969	55,12806514	78,80051618	73,5190418	67,93844505	58,19127337	97,15961913	97,6369242	92,91444755	172,0701253	102,635138	148,6781072	144,522832	213,3990961	158,5995324
PTET.51.1.G0170287				4,89E-011	YES	Early repression	944,2813254	348,3098155	434,1810415	472,8375306	542,6693167	488,6979759	906,3706431	982,1920076	366,5552101	330,0644209	334,6414665	415,184928	552,7167302	437,9109888	507,7640725	501,0356522	575,1603942	530,8362344	563,6449859	446,6994563	530,6964955
PTET.51.1.G0170288				0,202861566	NO	none	56,96648883	28,36515168	66,66191921	88,62251413	68,12184358	52,51753882	69,71089091	44,22208674	31,9568844	24,77341896	82,5668078	35,17860355	82,24034627	63,11023786	114,1347904	93,19667144	90,48437861	50,51580923	38,29051503	60,82680533	44,2082723
PTET.51.1.G0170289				0,217681267	NO	none	770,9444366	1045,262122	790,422575	676,8884226	732,415482	868,9059522	837,3013132	704,58756	940,1342864	1150,389957	675,03639	902,1975023	794,0338328	553,2091987	800,5676466	671,5056646	750,4681292	621,3895292	886,2986048	889,5976656	848,2142388
PTET.51.1.G0170290	phosphatidylinositol 4-phosphate 5-kinase 4			2,24E-001	NO	none	504,3713069	453,9599904	477,4063801	654,831008	721,9797618	713,3349984	434,3741403	574,3684736	413,2918697	494,6281111	365,1151136	487,4140846	579,6899421	812,7927379	496,8692782	1158,25665	425,4533499	561,0326957	743,1763518	712,8186423	713,8513544
PTET.51.1.G0170291	myb-related b			0,00015642	YES	Intermediate peak	15,69808991	36,74042802	42,60268265	59,15392479	45,11420188	35,30931485	19,7100462	11,68613362	26,72681102	46,75404501	42,88024376	53,63251002	31,29529416	60,55222126	57,75562832	34,60949642	52,97297446	46,92007209	45,95426457	40,17016718	30,44846253
PTET.51.1.G0170292				0,005901396	YES	Early repression	54,65371758	0,786295823	7,441040888	35,56779368	47,70095391	53,02838084	62,76179697	46,54563818	1,572591646	0	1,529121951	7,573701523	13,22029919	31,40148832	39,73409904	35,93655443	140,2606008	6,692733611	7,913926838	97,09890326	8,957858417
PTET.51.1.G0170293				7,66E-002	NO	none	148,5437954	185,3692074	303,4769502	248,709084	256,5905627	245,8792078	120,7421488	176,3454419	197,4234361	173,3149787	250,1855131	306,5433151	353,7020226	146,6499109	350,7682571	315,5571732	355,0992498	192,8343872	162,8714407	249,7912634	241,9671522
PTET.51.1.G0170294	tubulin polyglutamylase ttll6	GO:0006464	cellular protein modification process	1,82E-008	YES	Late induction	99,79656586	145,0699105	157,3679079	243,0449216	247,3998818	274,2140993	93,06092309	106,5322086	150,482239	139,6575819	183,7468261	162,5709204	125,7859774	236,470845	249,6189982	223,9659484	187,5838032	300,7477997	277,301976	268,0916686	280,33653
PTET.51.1.G0170295	ubiquitin carboxyl-terminal hydrolase 15	GO:0006511	ubiquitin-dependent protein catabolic process	1,28E-006	YES	Late induction	7,756880711	12,66785282	27,04053356	34,17017442	34,18331735	42,92031854	7,540932886	7,972828537	10,66705625	14,66864939	32,65321179	28,54067904	19,92770984	39,44437634	28,8959725	38,52033068	41,38964694	33,62779504	23,19549674	48,14562714	37,69500993
PTET.51.1.G0170296		GO:0006468	protein phosphorylation	0,004501434	NO	none	828,0864749	854,1414532	963,4359688	1174,065382	1176,179286	1301,701871	873,20371	782,9692398	817,5281375	890,754769	915,8318595	1003,030143	971,4459039	1062,085403	1286,045361	1209,685943	1313,377707	1022,325422	1159,328071	1357,547652	1245,856089
PTET.51.1.G0170297	yth domain-containing family 1			3,84E-001	NO	none	154,9470349	123,5887921	153,0764428	179,1001997	157,8347446	194,1747897	170,951156	138,9429138	136,5678674	110,6097169	152,6126763	138,5246807	168,0919712	184,7211623	173,4792371	164,5806625	184,6855342	145,303512	136,7692698	206,4471256	181,9024539
PTET.51.1.G0170298	dihydropyrimidine dehydrogenase [nadp(+)]	GO:0006222	UMP biosynthetic process	2,08E-010	YES	Intermediate peak	84,04194697	200,9657793	182,082165	171,882607	196,9810689	178,3041312	81,67610699	86,40778694	193,9984553	207,9331033	170,2428624	148,3030025	227,7006299	185,8160793	157,9491348	215,1265074	198,6687441	183,00545	191,1235741	178,6958451	177,9124174
PTET.51.1.G0170299	dihydropyrimidine dehydrogenase [nadp(+)]			TRUE	NO	none	6,988892014	27,14903793	15,38851319	11,98562482	16,51277816	11,69639707	1,752039991	12,22574404	29,78615612	24,51191974	12,76326999	21,88251227	11,51975732	8,529941466	15,44130817	16,15142913	22,15661057	15,04000791	12,70306501	14,76555306	8,62724108
PTET.51.1.G0170300				Inf	NO	none	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTET.51.1.G0170301	rna-binding lark			7,29E-010	YES	Late repression	2519,349341	1305,585403	985,2043147	886,8328294	752,0826446	1098,604311	2679,704855	2358,993826	1201,765358	1409,405447	741,318665	1171,662676	1042,631603	799,8528114	973,8128474	668,1241384	1026,35138	571,3611472	742,4939125	1221,59127	975,617351
PTET.51.1.G0170302	uncharacterized wd repeat-containing all2124			0,000683929	NO	none	110,4639892	168,2508007	173,0127619	169,4071446	171,3583774	180,02253	100,1712642	120,7567141	174,9121299	161,5894715	190,2179163	175,1896008	153,6307686	166,1479969	172,6662922	153,9802132	193,3233288	167,9393658	170,1906018	195,0806467	164,9644133
PTET.51.1.G0170303				9,63E-004	YES	Late induction	7,732718836	34,10221638	46,13275876	42,35830538	40,29891015	43,05315597	1,766804373	13,6986333	27,49164076	40,71279201	44,55285796	37,5954856	56,24993272	35,9712598	48,74535096	23,26790954	66,30921838	35,75019537	35,86831728	39,70661833	46,3996936
PTET.51.1.G0170304				2,24E-002	NO	none	457,0822596	398,8268675	306,6018821	302,6790107	369,7894948	298,9878834	480,8001674	433,3643518	376,4786161	421,1751189	333,3306157	332,1494059	254,3256246	325,9004364	279,457585	338,689792	299,232831	437,6811832	403,554173	285,4269634	312,5488034
PTET.51.1.G0170305				5,11E-034	YES	Late repression	483,7955422	1570,706252	933,5613164	500,3198563	37,54302724	58,52988925	470,751343	496,8397414	1501,851772	1639,560733	928,9614349	916,8902518	954,8322626	497,4565782	503,1831344	54,38205537	32,15962248	33,14610773	30,48432337	34,80105582	82,25872269
PTET.51.1.G0170306				1,22E-002	NO	none	107,5793705	199,4408636	220,8878397	152,7718466	153,5314152	173,0989315	86,92270572	128,2360352	196,1996729	202,6820542	169,8044434	172,0049155	320,8541601	146,4065996	159,1370937	121,8922862	199,9513725	134,7249845	157,5570175	179,746755	166,4511081
PTET.51.1.G0170307	12 kda fk506-binding	GO:0006457	protein folding	1,44E-006	YES	Early repression	2194,907759	947,0944964	771,6794393	806,9413602	1097,30431	830,7420354	2245,260789	2144,554728	967,1148597	927,0741332	826,2648063	789,3980117	699,3754999	734,7572083	879,1255121	1043,343236	1581,590651	912,0118147	852,271539	827,9535095	833,5305613
PTET.51.1.G0170308	lifeguard 2			1,25E-001	NO	none	434,0580799	298,0037904	288,1385888	281,6525939	416,3749168	336,1276045	532,8131644	335,3029954	298,109911	297,8976698	269,1167504	318,3112389	276,9877772	233,7069933	329,5981945	305,2184054	370,3832141	494,4471466	495,4509012	283,0243511	389,230858
PTET.51.1.G0170309				1,04E-008	YES	Late repression	339,6444314	376,560548	607,4436892	574,3113975	33,05507555	56,6549723	276,1952046	403,0936583	429,3610413	323,7600547	699,0725192	581,9127337	541,3458148	632,7894584	515,8333367	14,26411576	17,98955371	56,21371434	43,75291839	15,21354442	98,09640019
PTET.51.1.G0170310	katanin p80 wd40 repeat-containing subunit b1 homolog			0,015349196	NO	none	6,836694747	13,24639161	18,73799779	25,81560801	24,85266754	39,90993322	9,853509503	3,819879991	7,571433409	18,92134981	22,08642985	11,39515797	22,73240555	28,34742712	23,2837889	41,09246479	28,80751263	23,16026582	6,350426932	51,51665908	28,30320735
PTET.51.1.G0170311	probable cation-transporting atpase 9	GO:0006812	cation transport	0,038369989	NO	none	214,9170678	194,6719691	238,2484163	229,4584746	189,3232816	193,5719113	188,0231956	241,81094	195,0008978	194,3430404	290,1649479	276,1151761	148,4651249	228,1908821	230,7260671	190,2981945	183,5379247	181,8544932	201,6025141	177,1136555	210,030167
PTET.51.1.G0170312				0,036653276	NO	none	364,8314205	500,7063785	559,2097858	342,0297247	347,3263128	357,4289166	398,34169	331,3211511	402,3339587	599,0787984	506,7665171	775,3728591	395,4899812	306,426495	377,6329544	252,3003205	374,3243348	329,5576492	433,1229465	323,3776007	391,4802325
PTET.51.1.G0170313	calcium-dependent kinase 4	GO:0006468	protein phosphorylation	0,001176319	YES	Late induction	142,3449336	193,5055109	296,4983581	278,1495111	300,4082762	408,3040833	167,8557919	116,8340752	159,393311	227,6177108	219,1200454	326,4711319	343,9038969	234,6971447	321,6018774	303,1167085	392,9548499	210,5242741	295,0372725	400,9896829	415,6184836
PTET.51.1.G0170314				0,015485199	NO	none	0	9,212556623	18,8065097	8,803087887	12,30006101	12,20716188	0	0	16,30800049	2,11711276	10,09095406	14,28006708	32,04850794	13,66312989	3,943045885	31,62024844	6,296634234	6,309509601	4,973851769	9,635689248	14,77863451
PTET.51.1.G0170315				0,037691296	NO	none	94,29075287	45,00318691	18,71945996	34,29275356	46,82481373	26,41536631	143,3124357	45,26907005	55,06061384	34,94575999	26,76931213	0	29,38906776	56,38202966	12,20347745	60,5816514	60,62835157	45,56424338	20,52500856	39,76246449	13,06826813
PTET.51.1.G0170316	calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1c	GO:0007165	signal transduction	0,044234733	NO	none	119,4759889	63,34200201	64,79751562	82,7650517	100,889547	109,8789839	134,5955132	104,3564646	56,72516115	69,95884287	60,17144729	82,09557239	52,1255272	85,8096391	79,72046431	106,7133179	55,6675467	104,9329979	136,2443255	97,05800739	122,6999603
PTET.51.1.G0170317				1,62E-001	NO	none	4258,313497	3891,809177	3648,514844	3285,238899	3699,14842	3941,140199	4944,581005	3572,045989	3887,715679	3895,902675	4223,682373	3865,0633	2856,798859	3098,560239	3471,917558	3703,637035	4119,647214	3606,234941	3367,074491	4469,939195	3412,341204
PTET.51.1.G0170318				2,54E-003	NO	none	51,48013393	70,41915991	52,35134746	40,02109465	26,08482733	20,31623804	45,91515884	57,04510902	66,63044526	74,20787456	48,04899252	55,78582935	53,2192205	43,58201963	36,46016967	31,56959407	31,14258805	26,11828991	15,50883728	20,20253184	20,42994425
PTET.51.1.G0170319	yippee-like at4g27745			2,11E-039	YES	Late induction	32,71527586	891,729582	634,5158604	835,9324241	1092,637592	761,1521999	46,38915429	19,04139744	975,0068206	808,4523433	804,3181461	517,5362707	581,6931644	910,6431613	761,2216869	1341,631366	1055,294044	1179,594299	794,0306594	720,5760715	801,7283283
PTET.51.1.G0170320				1,26E-001	NO	none	127,6276265	205,3651954	243,991654	182,5763169	153,6721719	198,5842952	76,38199622	178,8732568	227,2813897	183,4490012	207,8961613	183,1546894	340,9241114	139,3656179	225,787016	171,0734365	157,7045491	165,3548896	120,5558124	201,4360539	195,7325365
PTET.51.1.G0170321	glycogen synthase kinase-3 beta	GO:0006468	protein phosphorylation	4,64E-015	YES	Late repression	183,4668684	228,442699	344,6556204	313,9903546	30,23141804	35,13321286	175,7026124	191,2311243	202,9901297	253,8952683	348,5335183	354,871372	330,561971	312,5228175	315,4578916	24,62380565	49,13026279	28,83032149	18,34128224	26,26278188	44,00364385
PTET.51.1.G0170322				2,92E-007	YES	Intermediate peak	32,32659368	78,13594507	132,7496489	256,527992	269,03737	236,7253852	46,59128568	18,06190168	60,41372907	95,85816107	62,00731096	134,7020217	201,539614	280,9639221	232,092062	363,0368405	401,5124612	108,9157187	202,6844596	253,5892592	219,8615111
PTET.51.1.G0170323				3,76E-002	NO	none	245,0976109	210,3873989	332,1028308	315,3349495	157,6730423	306,4267239	203,9942778	286,2009441	188,9386894	231,8361085	281,6979158	328,0280275	386,5825492	303,1078323	327,5620667	176,9678742	158,5098657	180,1773038	115,0371257	266,0650043	346,7884436
PTET.51.1.G0170324	lish domain-containing armc9			0,001645915	NO	none	183,3999416	145,3276919	234,6530576	220,0219949	109,1336218	151,4358608	170,1502424	196,6496408	148,0044548	142,6509291	249,2592721	218,7331552	235,9667456	225,642368	214,4016219	144,9101203	87,86898848	99,64086875	104,1145096	148,5880393	154,2836823
PTET.51.1.G0170325	ring-h2 finger atl11			3,87E-001	NO	none	166,3076995	115,5892022	184,5088506	237,3487409	202,0947522	230,5228042	153,7749734	178,8404255	116,9297982	114,2486062	202,2620748	173,882243	177,3822341	268,4607847	206,2366971	223,1401743	329,3385583	150,6007098	105,2995664	269,9915219	191,0540864
PTET.51.1.G0170326	eukaryotic initiation factor 4a			6,03E-005	NO	none	16728,45679	11049,524	9487,345732	9632,779547	10999,82404	11345,1501	15271,18739	18185,72619	11535,30641	10563,74159	10263,5553	9569,589088	8628,892806	10662,17496	8603,384136	12058,88544	10006,74863	10995,42475	10938,23735	11804,86636	10885,43385
PTET.51.1.G0170327	phosphatidylinositol 4-phosphate 5-kinase 2			1,71E-001	NO	none	39,71965167	29,42642714	51,70888233	66,60099559	52,20728836	90,34594178	45,55821948	33,88108387	30,54175217	28,31110212	43,2437496	50,75070405	61,13219334	63,37248456	69,82950662	89,79269157	33,37728066	41,61688178	44,04229942	91,41619816	89,27568541
PTET.51.1.G0170328				5,41E-008	YES	Early repression	134,6392212	65,62148181	51,96141232	78,34758389	110,8113102	121,7461234	124,8963177	144,3821246	75,21995606	56,02300755	52,33344651	41,6395516	61,91123885	81,67325317	75,02191462	102,2456047	105,5728164	111,4230895	124,0037302	139,6065285	103,8857183
PTET.51.1.G0170329				0,093005302	NO	none	955,6222341	738,1693342	865,5665903	852,5897567	870,7677963	838,0603143	886,1332019	1025,111266	765,1152546	711,2234139	894,4259628	916,1413915	786,1324164	864,0888127	841,0907006	1014,417148	842,4128628	820,2961237	805,9450508	842,2398875	833,8807411
PTET.51.1.G0170330	phosphatidylinositol 4-phosphate 5-kinase 6			0,006599386	YES	Early peak	39,28176548	82,67115311	79,07746518	51,80145908	68,53349674	114,1412374	31,76678569	46,79674527	79,94139908	85,40090714	73,57805319	88,16859601	75,48574633	40,30508307	63,29783508	65,07702647	74,29816389	53,88974456	80,86905205	89,23962201	139,0428529
PTET.51.1.G0170331				0,026401436	NO	none	186,8832527	325,6305003	294,3191072	278,7408511	261,2929618	311,2083011	180,6523753	193,1141301	310,9462353	340,3147654	291,2525	348,703432	243,0013896	250,2288814	307,2528207	279,2741204	343,2596935	195,7784236	226,8596098	365,3034145	257,1131876
PTET.51.1.G0170332	probable pre-mrna-splicing factor atp-dependent rna helicase			0,019386514	NO	none	117,1224704	166,7334855	132,3486953	127,7388171	117,5830115	107,9592957	106,8414397	127,4035011	170,4311966	163,0357743	150,3529026	140,8606338	105,8325496	130,8910687	124,5865655	113,8350214	108,4703412	128,1975382	119,8291451	116,892388	99,02620342
PTET.51.1.G0170333				0,323568656	NO	none	126,3261276	138,1866467	129,5489522	94,69254581	150,0465368	132,7678495	114,5256892	138,1265661	137,2404366	139,1328569	121,2226894	107,6370374	159,7871298	123,9060283	65,47906328	154,814538	142,3840065	169,4267448	133,5608578	144,6919883	120,8437107
PTET.51.1.G0170334		GO:0006508	proteolysis	6,63E-002	NO	none	445,3188914	556,2259525	609,4890604	370,8734851	481,0625736	328,594143	495,1806553	395,4571274	516,7021483	595,7497567	603,0314831	490,9227426	734,5129554	406,9501132	334,7968569	553,2290987	442,2641402	488,7475195	440,0095359	282,7111225	374,4771635
PTET.51.1.G0170335				2,53E-006	YES	Intermediate peak	38,39865838	50,35351343	132,3730654	121,8268498	123,4291007	134,2051075	35,71145248	41,08586427	63,73316474	36,97386213	132,3348626	136,4191024	128,3652311	118,2886721	125,3650276	81,9234969	122,1846881	165,9929706	123,6152473	136,9975296	131,4126853
PTET.51.1.G0170336	ethylene receptor 1	GO:0007165	signal transduction	0,000553948	YES	Late induction	10,75768328	10,76890074	25,07606148	27,42785492	26,56882122	33,65999648	9,602784071	11,91258249	6,917602566	14,62019892	26,63648729	29,31774078	19,27395637	27,62611854	27,2295913	23,60656716	27,81333893	25,61311708	29,24226172	37,76675301	29,55323996
PTET.51.1.G0170337				1,90E-004	NO	none	915,9673197	668,910046	615,7910936	469,8434397	538,053327	560,8251986	884,768515	947,1661244	663,7455034	674,0745887	635,2159476	641,3971465	570,7601868	400,8762309	538,8106485	414,7823733	545,1066219	580,217245	612,1070679	536,6275937	585,0228034
PTET.51.1.G0170338				8,08E-004	YES	Late repression	54,70234918	81,2429387	77,5880761	69,04512058	22,67852877	20,71220378	48,3832582	61,02144015	74,35535886	88,13051855	105,1965327	66,84536018	60,72233539	74,80738782	63,28285334	20,38984812	22,63236377	30,85350195	16,83840126	13,89392269	27,53048487
PTET.51.1.G0170339	myb-related 3r-1			0,228135918	NO	none	144,0700934	135,9219829	112,268116	110,5024642	177,5591642	154,2265321	139,2927078	148,8474789	128,1062207	143,7377451	120,5207776	128,8687982	87,41477234	97,1077757	123,8971526	161,5804803	152,5100444	180,5540561	215,5920758	137,8683042	170,5847599
PTET.51.1.G0170340				0,32981206	NO	none	76,30841686	92,95484867	87,48825512	52,67664085	71,94660715	55,61546421	82,0894081	70,52742563	94,61621061	91,29348674	114,3794007	63,63066929	84,45469539	62,84557804	42,50770366	60,38439735	74,21588463	80,26263734	72,92350926	60,24854904	50,98237938
PTET.51.1.G0170341				4,35E-001	NO	none	5,899844369	6,137965797	10,41877837	3,101229243	7,96005637	4,154657491	6,112559345	5,687129393	4,227199702	8,048731892	12,3310534	11,31025721	7,615024482	4,328649508	1,873808977	2,146647437	9,974260254	14,99198345	4,727334334	2,289529661	6,019785321
PTET.51.1.G0170342	acyl-coa-binding domain-containing 4			3,76E-005	YES	Late repression	137,4083129	56,7667327	79,52373058	84,40737221	78,76459762	81,37622881	127,868651	146,9479747	63,20504239	50,32842302	81,28306064	89,77681387	67,51131722	83,21389553	85,60084889	86,52783075	55,25555843	79,95383189	93,32116941	85,18816469	77,56429294
PTET.51.1.G0170343	abc transporter family member 2			3,53E-018	YES	Early repression	391,9382486	120,2103681	133,7580208	165,6540701	194,4903718	183,3699446	381,3759219	402,5005753	128,1451774	112,2755588	136,2689949	131,9548593	133,0502083	169,3843229	161,9238172	196,0010048	220,4487119	168,3905916	193,1211787	190,7968257	175,9430635
PTET.51.1.G0170344				0,046438637	NO	none	19,75615162	64,42665231	42,43152971	54,47347686	54,22713289	58,40203948	19,42802646	20,08427678	28,92394751	99,9293571	26,30995027	53,92241548	47,06222338	44,42715272	64,51980101	19,90000192	51,51570634	62,54088233	82,95194098	74,28595562	42,51812335
PTET.51.1.G0170345				1,54E-001	NO	none	18,95748209	9,23832928	7,480572551	10,53076923	21,34579226	32,24234379	22,58971427	15,32524991	5,695570418	12,78108814	1,582323725	5,22480569	15,63458824	3,749310053	17,3122284	1,239562409	16,12673325	31,16515348	36,85171992	43,62825965	20,85642793
PTET.51.1.G0170346				6,97E-005	YES	Intermediate peak	1,895370314	8,600486426	33,00200153	13,81493012	20,67607719	37,37187319	2,731736619	1,059004008	7,08434608	10,11662677	21,43095129	22,74577461	54,8292787	10,88154807	16,74831216	16,78860096	17,83020856	15,07500095	33,0104983	24,30108274	50,44266364
PTET.51.1.G0170347	wd repeat-containing wrap73			0,000265099	YES	Late repression	222,9073335	568,6930152	316,5842683	238,750228	76,56343173	100,9282022	211,6202321	234,1944348	597,7962379	539,5897924	378,0547905	256,8615517	314,8364627	278,5864054	198,9140506	34,14187963	61,24167114	116,4492345	94,42094163	77,90984685	123,9465575
PTET.51.1.G0170348				0,017932208	NO	none	163,1762908	214,5240236	150,7195658	243,2813963	361,4359706	238,7444627	207,0068516	119,3457301	232,4781473	196,5698999	172,5133448	176,7836153	102,8617372	291,3071533	195,2556393	610,476641	342,1171267	257,1125162	236,0375985	268,3966353	209,0922901
PTET.51.1.G0170349				0,08969737	NO	none	2204,628166	1740,234824	2648,100541	2127,205	1639,468899	1849,363774	2324,349479	2084,906853	1672,074659	1808,394989	2478,232514	2673,595386	2792,473724	2069,763618	2184,646381	1398,29463	2269,272318	1457,757202	1432,551446	1847,997017	1850,730531
PTET.51.1.G0170350				0,192047931	NO	none	54,27053754	83,46230345	111,2343892	57,63737713	77,89164976	103,8746314	43,37809356	65,16298151	84,3708975	82,55370941	63,80788623	125,4122271	144,4830543	38,39810641	76,87664784	57,12672964	121,65803	51,53332761	81,24851181	78,70011493	129,0491478
PTET.51.1.G0170351	growth hormone-regulated tbc 6	GO:0032313	regulation of GTPase activity	1,47E-001	NO	none	151,9344633	128,8298749	162,3730034	163,8767156	211,2100113	199,2114133	133,4502348	170,4186917	141,373781	116,2859689	157,2610084	187,9187767	141,9392252	161,5595834	166,1938478	298,0809179	179,3312864	216,6002477	150,8275932	193,8769074	204,5459192
PTET.51.1.G0170352	derlin-2			TRUE	YES	Early repression	734,6454537	427,5743715	226,9721784	208,2820635	320,2458311	171,641978	735,0067174	734,2841899	440,0981904	415,0505525	304,2900434	184,2502733	192,3762183	232,0942491	184,4698779	223,9090193	241,975781	484,0626302	331,0358941	142,2142131	201,0697428
PTET.51.1.G0170353				Inf	NO	none	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTET.51.1.G0170354				5,65E-007	YES	Early peak	17,96485204	49,11396519	79,83039857	37,03295293	43,80111395	40,95840322	11,17481344	24,75489063	57,50037666	40,72755371	103,7707176	73,84679361	61,87368454	45,92666915	28,13923672	42,74838609	53,4015312	43,5590367	35,4955018	37,37192292	44,54488351
PTET.51.1.G0170355	argonaute-3			0,000104348	YES	Early peak	29,93533936	69,20262324	115,5471852	44,95601207	49,07852228	51,46694828	22,93624302	36,9344357	80,32568746	58,07955902	133,4711145	114,2605648	98,9098762	45,29145511	44,62056904	43,37251469	35,98707504	81,13648829	35,81801109	47,911539	55,02235755
PTET.51.1.G0170356	tubulointerstitial nephritis antigen-like	GO:0006508	proteolysis	0,00722248	NO	none	311,7643954	194,8363144	191,2001791	213,9784997	328,6284368	278,4456981	300,1578002	323,3709905	215,74018	173,9324488	200,9572341	185,1304139	187,5128891	222,9080422	205,0489572	368,1500354	290,7536975	363,2662093	292,343805	303,1754665	253,7159296
PTET.51.1.G0170357				3,23E-001	NO	none	69,61036685	44,40565283	59,56167497	50,57767707	72,2949801	83,22129456	68,07809037	71,14264334	57,14428021	31,66702545	52,24739861	42,4453994	83,9922269	35,37143214	65,783922	63,66830025	102,635138	49,91007668	72,96640544	78,99281365	87,44977546
PTET.51.1.G0170358				0,022386785	NO	none	8,603433023	32,61155084	42,52634752	27,73296916	2,452950429	3,119999267	4,633387526	12,57347852	48,06396125	17,15914044	62,31383154	23,57657485	41,68863618	16,40582079	39,06011752	0	1,890149871	5,682044558	2,239607288	4,338721954	1,901276579
PTET.51.1.G0170359	group 1 truncated hemoglobin	GO:0015671	oxygen transport	0,00044177	YES	Late repression	98,43420627	105,737523	28,96482276	25,46922551	41,86802734	14,10811023	109,524291	87,34412158	113,6138786	97,86116742	29,81027047	20,26561759	36,81858023	22,16010121	28,77834982	27,47388324	43,40291906	63,318754	33,27655306	20,51179372	7,704426735
PTET.51.1.G0170360	nlrc3			0,040193092	NO	none	73,34187665	90,81210252	99,75292978	66,38126092	52,65382987	60,83635148	73,21838336	73,46536993	95,46546601	86,15873903	105,079714	105,4400739	88,73900139	65,98568457	66,77683726	43,04941157	46,76291514	53,22371287	67,57927991	60,49586175	61,17684121
PTET.51.1.G0170361	decaprenyl-diphosphate synthase subunit 1	GO:0008299	isoprenoid biosynthetic process	0,000233955	YES	Early repression	1098,521272	473,0576971	258,9171697	489,40041	507,5779033	271,5060373	1140,696816	1056,345728	421,4625574	524,6528368	301,0867038	291,9426596	183,7221458	687,9443793	290,8564406	535,3775092	195,7025937	645,8317781	653,3997324	188,6737364	354,3383381
PTET.51.1.G0170362				0,19610617	NO	none	31,13642682	21,15261122	76,24253616	68,67032987	46,30971765	36,62492995	53,91277343	8,360080208	18,64195069	23,66327176	40,2814411	86,45560615	101,9905612	38,17868866	99,16197109	44,17800425	70,37838036	22,03821568	48,6442703	43,75291182	29,49694807
PTET.51.1.G0170363				0,000665342	YES	Late induction	3,817714494	10,73928366	14,63895729	30,68981879	29,63209312	33,1050878	6,067353923	1,568075066	19,81414909	1,664418231	18,69978476	8,419959169	16,79712796	35,80530823	25,57432936	36,40068678	42,90214772	16,74124905	22,48428892	38,82353974	27,38663587
